"Date","AverageFee","BlockHash","BlockNumber","BlockSize","TotalTransactions","TotalFees","Difficulty"
1715050067,7.7490501232539e-05,"00000000000000000001f85b8f8003b5c09a033fdd2107a2260e1ff10498e747",842394,1951937,2435,0.188611880000004,88104191118793.2
1715049956,0.000108760658949243,"000000000000000000007320584d32914ff36f9819209cd8ca79f770c1b9a884",842393,1637811,2247,0.244276439999996,88104191118793.2
1715049181,8.23634796140676e-05,"00000000000000000002eb7b43db1a05ee42289c5a689821b9f6bde269fef6f1",842392,1753372,3214,0.26463386,88104191118793.2
1715048523,0.000103420918599363,"000000000000000000009c809a9245cdad87417b6f01ec76aa38bded8989f26e",842391,2328089,2200,0.227422599999999,88104191118793.2
1715048147,0.00011388262797075,"00000000000000000001e49b0eb65c3c28cae9611a8fe0f096c7d31948fd7b54",842390,2133480,2189,0.249175189999999,88104191118793.2
1715047693,0.000125517874228395,"000000000000000000020ba4b4ae92bd0ce92191ba4123e92e7167f719082336",842389,1836257,2593,0.325342329999999,88104191118793.2
1715046228,9.31966320885201e-05,"0000000000000000000212561b753b376108852e3c9c7cf2370840868027f7b3",842388,1834691,2893,0.269524659999998,88104191118793.2
1715045304,0.000119407790322581,"0000000000000000000250758229c4f0a2b512df35e71cb2e68059ccac776f71",842387,1919446,1861,0.222098490000005,88104191118793.2
1715045155,0.000115166176883481,"00000000000000000002c35939416282a4b2040c30cc1219158429e5e6377443",842386,2796121,2138,0.246110120000005,88104191118793.2
1715044836,0.000148218215384615,"00000000000000000000b2b326ce64db07f453f96d1dee675fc9e25c84b3c341",842385,2572858,1951,0.289025520000001,88104191118793.2
1715043940,0.000125097567685589,"00000000000000000001de18fbfa71dd927675adc56b5957382524c46ff7f1fd",842384,1431064,2291,0.286473429999998,88104191118793.2
1715042874,0.000159939574909279,"0000000000000000000120e08996b62d60e635b1c22ea2bdf84772f4ef5d24be",842383,1535986,1930,0.308523439999999,88104191118793.2
1715042017,0.000101100724368499,"00000000000000000001e9e9ad2de63801196645d1137ec1554cfdf0c728bfd4",842382,1539418,2693,0.272163150000002,88104191118793.2
1715041101,0.000109469807474519,"00000000000000000001068197592db887eea5f05f758d8b01f0ab62687bf063",842381,1558558,2650,0.289985520000003,88104191118793.2
1715040181,0.000136178414120127,"00000000000000000001d1091e61640cca0df4b0199a1ca0bec4fd7150dcaee8",842380,1595383,1899,0.258466629999997,88104191118793.2
1715039769,0.000113200871143376,"00000000000000000000b1c8454550539014551d8c8cf247461e101c58075bff",842379,1784319,2205,0.24949472,88104191118793.2
1715039651,0.00012478394654088,"000000000000000000022442a051631943bbd3a34129d3d4e351259d734c6953",842378,1708435,2545,0.317450360000003,88104191118793.2
1715038893,0.000103407548784663,"0000000000000000000013e13926d9bdb0a32f45226e33c0c9bd31664c3b20eb",842377,1493132,2922,0.302053449999999,88104191118793.2
1715038580,0.000101616660963787,"000000000000000000008f6c633599f628179c7d9cdda2b06cb171f9ee749554",842376,1623595,3508,0.356369630000007,88104191118793.2
1715038046,0.00017048684503557,"00000000000000000000176a9ea14e0859ae49bac31fcca9e1b4c62f2ea01ae5",842375,1580901,3234,0.55118396999999,88104191118793.2
1715036417,0.000132757219612449,"00000000000000000001b4105e64200a38705d1ffe0e4c3558335f2ac8190878",842374,1629464,3407,0.452171089999992,88104191118793.2
1715035868,0.000147231717986315,"00000000000000000000a82034178f1ca39b2b5aae44a7bba7d7cc9a922ada74",842373,1545377,4093,0.602472189999995,88104191118793.2
1715035105,0.000209215788324067,"00000000000000000002f09fb218f65945d51f8ab40f54cfb09b1f290581a98e",842372,1494255,5037,1.05361070999999,88104191118793.2
1715034849,0.000285555294969237,"000000000000000000027ca3f76b21409b8542f40925511dcefce4f4dc62e9d5",842371,1351699,5527,1.57797855999999,88104191118793.2
1715031154,9.0237711784193e-05,"00000000000000000000b6b93da3cbaccccb5205ff67180eb98d20db080e2109",842370,1552861,4227,0.38134457000001,88104191118793.2
1715030256,0.000108262731065469,"00000000000000000001d41fbf73c7d3aab07f5aa9659bdad853fdc9670c7b7d",842369,1663148,3117,0.337346670000005,88104191118793.2
1715030162,0.000207826861204639,"00000000000000000001ecdcaf5249774af129a37a11b2428f5bfd27ebd0c98a",842368,1507343,2674,0.555521199999998,88104191118793.2
1715025713,9.18367248908297e-05,"0000000000000000000167e54bf8faeb52abcf7f89e8189aebaef58623fe21dd",842367,1748132,3207,0.294428540000001,88104191118793.2
1715024957,0.000137578499040307,"000000000000000000020b762c1412028c2941d75001ffbdcaa5eb1142d193e2",842366,1403942,2606,0.358391989999998,88104191118793.2
1715024392,0.000108059972899729,"000000000000000000017f5d242b51a7e42c3b581fcfdbed8544841d993b4d40",842365,1464588,2215,0.23924478,88104191118793.2
1715024318,9.84191436187938e-05,"0000000000000000000297da976f7cce13711c09230332a7ccd58525f30450b6",842364,1521382,3002,0.295355849999998,88104191118793.2
1715023808,7.93418087215064e-05,"00000000000000000002e5ee7607e8e06ba9f2ad4f5f204da4587f9e8245c409",842363,1556480,4037,0.320223540000005,88104191118793.2
1715023404,0.000110743787596487,"00000000000000000001eacbf0521efd510a65bcf3e63f2913333c663249931c",842362,1566730,3758,0.416064410000002,88104191118793.2
1715021952,0.000141316617233444,"0000000000000000000307d2ea57e8630b2c303ca5c867bc82a141ebbd5c0c47",842361,1542044,3912,0.552689289999992,88104191118793.2
1715020116,0.000109979854344551,"00000000000000000003039026b113696e3ce34219de24fde50425362ab14df8",842360,1537126,3983,0.437939779999999,88104191118793.2
1715018980,7.94633032097227e-05,"00000000000000000001ffcd787b9255cd208fe8bc693544aff2980c95c6e78c",842359,1594688,3210,0.254997739999999,88104191118793.2
1715018875,0.000100405954595186,"00000000000000000001d0b45fb0ffe38dedd691213927ea5615f9c98a5fd56d",842358,1604151,3657,0.36708417,88104191118793.2
1715017972,8.89892885487529e-05,"00000000000000000000b3477282a94d5dbbcc54b953ff2d09d772bdd845e534",842357,1697363,3529,0.313954209999998,88104191118793.2
1715017324,7.35182631963025e-05,"00000000000000000000395d1660de7d9581dba367bf70e3ff7613bdd8a581b9",842356,1575170,4112,0.30223358,88104191118793.2
1715017105,0.000129967511880516,"00000000000000000002f89830c25442172115cbd7e078eeb2baa153a9bdeed6",842355,1673645,2947,0.38288429,88104191118793.2
1715016546,6.89912695613842e-05,"0000000000000000000179df38e4b3dcded20219996663c418dfb714e180c107",842354,1465642,4538,0.313013390000004,88104191118793.2
1715016572,0.000158416862170088,"000000000000000000023f545a01098f93cc961ca1b04a3d9f33e0a1c5a799c7",842353,1691121,2729,0.4321612,88104191118793.2
1715016369,0.000485504119815668,"0000000000000000000095518065f2d1c60b058a1b9c7b937282bd69c1a0a5a2",842352,1981246,1086,0.52677197,88104191118793.2
1715015674,0.000276321446099912,"0000000000000000000325607d0bc38c1e02f68a9c7355246c275a6ae106f40c",842351,1729064,2283,0.630565540000001,88104191118793.2
1715013468,0.000205781040723981,"000000000000000000020a4acfc67baae8e8340e7c401d9e2830f2f03d1dd43a",842350,1562764,3537,0.727641760000032,88104191118793.2
1715011525,7.79829986990455e-05,"00000000000000000000952c509e24556631cac484c31ebbef3181f1c1f3570c",842349,1674031,4613,0.359657589999998,88104191118793.2
1715010720,5.456719760703e-05,"00000000000000000001d4c3987386dfc385e17b782f4b1099ccddc290a4fa63",842348,1523259,5350,0.29187994000001,88104191118793.2
1715010038,4.43750637797919e-05,"00000000000000000001a24ef60a16b700f5e346630362e35cef6c4b543fd13b",842347,1524351,5959,0.264386629999996,88104191118793.2
1715009755,7.00179074273408e-05,"0000000000000000000308ca005ec2299f834231173f3ceb4ef5a6c19c431825",842346,1593586,4646,0.325233180000017,88104191118793.2
1715008845,4.62175745156485e-05,"0000000000000000000054b75c825dffc355c06c401fa2039e18aa95af0f28a4",842345,1516980,5369,0.248095940000007,88104191118793.2
1715008685,8.02567973676995e-05,"00000000000000000002d693619796935ed89b35e80a8754e04822f9be995ede",842344,1638404,3648,0.292696539999994,88104191118793.2
1715008380,0.000115996617647059,"000000000000000000006b825968d39acf50bad329e956444695134099962947",842343,1578760,3469,0.40227627,88104191118793.2
1715006785,6.18452218900895e-05,"00000000000000000002f15ec3199c1c8275060c827069f78ed4ac9acf526d9f",842342,1547132,4350,0.268964870000002,88104191118793.2
1715006541,0.000130529373913043,"00000000000000000002134b9ced8ace9ff160e1fd8df3fd1aef37ffa533076c",842341,1524225,2876,0.37527195,88104191118793.2
1715005342,7.64026839523479e-05,"00000000000000000002ce57f3ac60b48f643a7aedb9e2a42075f1f3ca4a84af",842340,1594943,4282,0.32707988999999,88104191118793.2
